"","MSA","year","size_2","size_3","size_4","size_5","size_6","size_7","size_8","size_9"
"37",35980,2011,0.449162995594714,0.151189427312775,0.0985022026431718,0.698854625550661,0.0911013215859031,0.0600881057268722,0.850044052863436,0.149955947136564
"38",35980,2012,0.448475289169295,0.150893796004206,0.0974412898703119,0.696810375043813,0.0883280757097792,0.0636172450052576,0.84875569575885,0.15124430424115
"39",35980,2013,0.448402948402948,0.146542646542647,0.0982800982800983,0.693225693225693,0.0884520884520884,0.0656370656370656,0.847314847314847,0.152685152685153
"40",35980,2014,0.445743196092114,0.146545708304257,0.0982205163991626,0.690509420795534,0.0887997208653175,0.0673412421493371,0.846650383810188,0.153349616189812
"41",35980,2015,0.443927648578811,0.140740740740741,0.0954349698535745,0.680103359173127,0.0869939707149009,0.0702842377260982,0.837381567614126,0.162618432385874
"42",35980,2016,0.431884057971014,0.147996589940324,0.0942881500426258,0.674168797953964,0.0891730605285593,0.0709292412617221,0.834271099744246,0.165728900255754
"43",45860,2010,0.552223787482391,0.148520829140672,0.0911652243912256,0.791909841014289,0.0720466894747434,0.0450794928557054,0.909036023344737,0.0909639766552626
"44",45860,2011,0.554084334895091,0.146261967814219,0.088816459564066,0.789162762273375,0.07129761662253,0.0490935017315135,0.909553880627419,0.090446119372581
"45",45860,2012,0.540334227357128,0.151227563441304,0.086445223849804,0.778007014648236,0.0777800701464824,0.0517846090365174,0.907571693831236,0.0924283061687642
"46",45860,2013,0.548097030531159,0.145336679213718,0.0832287745713091,0.776662484316186,0.0784190715181932,0.0495608531994981,0.904642409033877,0.095357590966123
"47",45860,2014,0.541309349508471,0.150596109600502,0.0840828278602803,0.775988286969253,0.0784354737502615,0.0501987032001673,0.904622463919682,0.0953775360803179
"48",45860,2015,0.54327923429047,0.150645027049521,0.0803162713275073,0.774240532667499,0.0803162713275073,0.0488972118185601,0.903454015813566,0.0965459841864336
"49",45860,2016,0.533389332213356,0.156656866862663,0.0846283074338513,0.77467450650987,0.0772784544309114,0.0495590088198236,0.901511969760605,0.0984880302393952
"50",49340,2010,0.481531914893617,0.142127659574468,0.0891914893617021,0.712851063829787,0.0866382978723404,0.051177304964539,0.850666666666667,0.149333333333333
"51",49340,2011,0.478158544285632,0.143677171230125,0.0840939096492739,0.705929625165031,0.0879398427185581,0.0541874748866311,0.84805694277022,0.15194305722978
"52",49340,2012,0.46857432261332,0.14874651810585,0.0851354773360344,0.702456318055204,0.0929855659660674,0.0576854899974677,0.853127374018739,0.146872625981261
"53",49340,2013,0.471333705074264,0.142849901150707,0.0870380696507325,0.701221675875703,0.0914989608151265,0.0538348456430273,0.846555482333857,0.153444517666143
"54",49340,2014,0.465175265053518,0.147161771419875,0.0889768173286664,0.70131385380206,0.0913103028458378,0.052858519758535,0.845482676406432,0.154517323593568
"55",49340,2015,0.469738167170191,0.143856998992951,0.0863544813695871,0.699949647532729,0.0894259818731118,0.0537260825780463,0.843101711983887,0.156898288016113
"56",49340,2016,0.467031327697663,0.142466434609647,0.086325211337643,0.695822973644953,0.0896071606166087,0.0534559920437593,0.838886126305321,0.161113873694679
